-0.001650, -0.000004, 0.004698, 0.000000
-0.001661, -0.000004, 0.004722, 0.000000
-0.001672, -0.000004, 0.004746, 0.000000
-0.001682, -0.000004, 0.004778, 0.000000
-0.001693, -0.000004, 0.004802, 0.000000
-0.001705, -0.000004, 0.004837, 0.000000
-0.001717, -0.000004, 0.004865, 0.000000
-0.001728, -0.000005, 0.004892, 0.000000
-0.001739, -0.000005, 0.004927, 0.000000
-0.001750, -0.000005, 0.004953, 0.000000
-0.001761, -0.000005, 0.004986, 0.000000
-0.001772, -0.000005, 0.005010, 0.000000
-0.001783, -0.000005, 0.005035, 0.000000
-0.001794, -0.000005, 0.005067, 0.000000
-0.001805, -0.000005, 0.005090, 0.000000
-0.001815, -0.000005, 0.005122, 0.000000
-0.001827, -0.000005, 0.005148, 0.000000
-0.001839, -0.000005, 0.005176, 0.000000
-0.001850, -0.000005, 0.005212, 0.000000
-0.001862, -0.000005, 0.005238, 0.000000
-0.001873, -0.000005, 0.005272, 0.000000
-0.001883, -0.000005, 0.005297, 0.000000
-0.001894, -0.000005, 0.005322, 0.000000
-0.001905, -0.000005, 0.005354, 0.000000
-0.001916, -0.000005, 0.005378, 0.000000
-0.001927, -0.000006, 0.005409, 0.000000
-0.001938, -0.000006, 0.005433, 0.000000
-0.001949, -0.000006, 0.005458, 0.000000
-0.001961, -0.000006, 0.005495, 0.000000
-0.001973, -0.000006, 0.005523, 0.000000
-0.001984, -0.000006, 0.005557, 0.000000
-0.001995, -0.000006, 0.005583, 0.000000
-0.002006, -0.000006, 0.005608, 0.000000
-0.002017, -0.000006, 0.005640, 0.000000
-0.002028, -0.000006, 0.005664, 0.000000
-0.002039, -0.000006, 0.005696, 0.000000
-0.002049, -0.000006, 0.005720, 0.000000
-0.002060, -0.000006, 0.005743, 0.000000
-0.002072, -0.000006, 0.005776, 0.000000
-0.002084, -0.000006, 0.005804, 0.000000
-0.002095, -0.000006, 0.005841, 0.000000
-0.002106, -0.000007, 0.005867, 0.000000
-0.002117, -0.000007, 0.005892, 0.000000
-0.002128, -0.000007, 0.005925, 0.000000
-0.002139, -0.000007, 0.005950, 0.000000
-0.002150, -0.000007, 0.005982, 0.000000
-0.002161, -0.000007, 0.006006, 0.000000
-0.002172, -0.000007, 0.006029, 0.000000
-0.002183, -0.000007, 0.006060, 0.000000
-0.002194, -0.000007, 0.006083, 0.000000
-0.002206, -0.000007, 0.006122, 0.000000
-0.002218, -0.000007, 0.006149, 0.000000
-0.002229, -0.000007, 0.006175, 0.000000
-0.002240, -0.000007, 0.006209, 0.000000
-0.002251, -0.000007, 0.006234, 0.000000
-0.002262, -0.000007, 0.006266, 0.000000
-0.002273, -0.000008, 0.006290, 0.000000
-0.002284, -0.000008, 0.006314, 0.000000
-0.002294, -0.000008, 0.006345, 0.000000
-0.002305, -0.000008, 0.006369, 0.000000
-0.002316, -0.000008, 0.006400, 0.000000
-0.002329, -0.000008, 0.006429, 0.000000
-0.002340, -0.000008, 0.006456, 0.000000
-0.002351, -0.000008, 0.006491, 0.000000
-0.002362, -0.000008, 0.006517, 0.000000
-0.002373, -0.000008, 0.006550, 0.000000
-0.002384, -0.000008, 0.006574, 0.000000
-0.002395, -0.000008, 0.006598, 0.000000
-0.002406, -0.000008, 0.006630, 0.000000
-0.002417, -0.000008, 0.006653, 0.000000
-0.002428, -0.000009, 0.006684, 0.000000
-0.002438, -0.000009, 0.006707, 0.000000
-0.002451, -0.000009, 0.006745, 0.000000
-0.002463, -0.000009, 0.006772, 0.000000
-0.002474, -0.000009, 0.006798, 0.000000
-0.002485, -0.000009, 0.006832, 0.000000
-0.002496, -0.000009, 0.006857, 0.000000
-0.002507, -0.000009, 0.006881, 0.000000
-0.002518, -0.000009, 0.006913, 0.000000
-0.002529, -0.000009, 0.006936, 0.000000
-0.002540, -0.000009, 0.006967, 0.000000
-0.002551, -0.000009, 0.006991, 0.000000
-0.002562, -0.000009, 0.007013, 0.000000
-0.002574, -0.000010, 0.007050, 0.000000
-0.002586, -0.000010, 0.007077, 0.500000
0.009401, 0.000122, 0.011002, 0.500000
0.026379, 0.000433, 0.018288, 0.500000
0.043354, 0.000752, 0.018820, 0.500000
0.060330, 0.001072, 0.018815, 0.500000
0.077307, 0.001391, 0.018817, 0.500000
0.094283, 0.001711, 0.018819, 0.500000
0.111261, 0.002030, 0.018819, 0.500000
0.128241, 0.002350, 0.018813, 0.500000
0.145221, 0.002669, 0.018807, 0.500000
0.162202, 0.002988, 0.018801, 0.500000
0.179183, 0.003308, 0.018793, 0.500000
0.196164, 0.003627, 0.018788, 0.500000
0.213145, 0.003946, 0.018782, 0.500000
0.230125, 0.004264, 0.018774, 0.500000
0.247106, 0.004583, 0.018769, 0.500000
0.264086, 0.004902, 0.018761, 0.500000
0.281066, 0.005220, 0.018756, 0.500000
0.298047, 0.005539, 0.018750, 0.500000
0.315027, 0.005857, 0.018743, 0.500000
0.332007, 0.006175, 0.018738, 0.500000
0.348986, 0.006493, 0.018730, 0.500000
0.365965, 0.006811, 0.018725, 0.500000
0.382943, 0.007129, 0.018720, 0.500000
0.399922, 0.007447, 0.018714, 0.500000
0.416901, 0.007765, 0.018710, 0.500000
0.433881, 0.008082, 0.018704, 0.500000
0.450861, 0.008400, 0.018699, 0.500000
0.467838, 0.008717, 0.018694, 0.500000
0.484817, 0.009035, 0.018689, 0.500000
0.501796, 0.009352, 0.018685, 0.500000
0.518774, 0.009669, 0.018679, 0.500000
0.535752, 0.009986, 0.018675, 0.500000
0.552730, 0.010303, 0.018671, 0.500000
0.569709, 0.010620, 0.018668, 0.500000
0.586687, 0.010937, 0.018665, 0.500000
0.603667, 0.011254, 0.018661, 0.500000
0.620646, 0.011571, 0.018658, 0.500000
0.637625, 0.011888, 0.018656, 0.500000
0.654604, 0.012204, 0.018653, 0.500000
0.671583, 0.012521, 0.018651, 0.500000
0.688562, 0.012838, 0.018649, 0.500000
0.705541, 0.013154, 0.018647, 0.500000
0.722519, 0.013471, 0.018645, 0.500000
0.739498, 0.013788, 0.018642, 0.500000
0.756478, 0.014104, 0.018640, 0.500000
0.773456, 0.014421, 0.018638, 0.500000
0.790434, 0.014737, 0.018635, 0.500000
0.807413, 0.015053, 0.018634, 0.500000
0.824392, 0.015370, 0.018631, 0.500000
0.841371, 0.015686, 0.018629, 0.500000
0.858350, 0.016002, 0.018627, 0.500000
0.875329, 0.016319, 0.018624, 0.500000
0.892307, 0.016635, 0.018622, 0.500000
0.909286, 0.016951, 0.018620, 0.500000
0.926264, 0.017267, 0.018618, 0.500000
0.943243, 0.017583, 0.018614, 0.500000
0.960222, 0.017899, 0.018612, 0.500000
0.977201, 0.018215, 0.018610, 0.500000
0.994180, 0.018531, 0.018607, 0.500000
1.011159, 0.018847, 0.018605, 0.500000
1.028138, 0.019163, 0.018603, 0.500000
1.045117, 0.019479, 0.018601, 0.500000
1.062095, 0.019795, 0.018599, 0.500000
1.079074, 0.020111, 0.018596, 0.500000
1.096053, 0.020426, 0.018594, 0.500000
1.113032, 0.020742, 0.018591, 0.500000
1.130010, 0.021058, 0.018588, 0.500000
1.146989, 0.021373, 0.018587, 0.500000
1.163968, 0.021689, 0.018583, 0.500000
1.180947, 0.022004, 0.018581, 0.500000
1.197926, 0.022320, 0.018578, 0.500000
1.214905, 0.022635, 0.018576, 0.500000
1.231885, 0.022951, 0.018574, 0.500000
1.248863, 0.023266, 0.018571, 0.500000
1.265843, 0.023581, 0.018569, 0.500000
1.282822, 0.023897, 0.018567, 0.500000
1.299800, 0.024212, 0.018565, 0.500000
1.316779, 0.024527, 0.018562, 0.500000
1.333758, 0.024842, 0.018559, 0.500000
1.350737, 0.025157, 0.018557, 0.500000
1.367716, 0.025472, 0.018553, 0.500000
1.384695, 0.025787, 0.018551, 0.500000
1.401674, 0.026102, 0.018549, 0.500000
1.418653, 0.026417, 0.018546, 0.500000
1.435632, 0.026732, 0.018544, 0.500000
1.452611, 0.027047, 0.018541, 0.500000
1.469591, 0.027362, 0.018539, 0.500000
1.486570, 0.027677, 0.018537, 0.500000
1.503549, 0.027991, 0.018534, 0.500000
1.520528, 0.028306, 0.018532, 0.500000
1.537507, 0.028621, 0.018528, 0.500000
1.554486, 0.028935, 0.018526, 0.500000
1.571465, 0.029250, 0.018524, 0.500000
1.588444, 0.029564, 0.018521, 0.500000
1.605423, 0.029879, 0.018519, 0.500000
1.622402, 0.030193, 0.018515, 0.500000
1.639381, 0.030508, 0.018513, 0.500000
1.656360, 0.030822, 0.018511, 0.500000
1.673340, 0.031136, 0.018508, 0.500000
1.690319, 0.031450, 0.018505, 0.500000
1.707298, 0.031765, 0.018503, 0.500000
1.724278, 0.032079, 0.018500, 0.500000
1.741257, 0.032393, 0.018498, 0.500000
1.758236, 0.032707, 0.018495, 0.500000
1.775215, 0.033021, 0.018493, 0.500000
1.792194, 0.033335, 0.018489, 0.500000
1.809173, 0.033649, 0.018487, 0.500000
1.826152, 0.033963, 0.018484, 0.500000
1.843131, 0.034277, 0.018481, 0.500000
1.860111, 0.034590, 0.018478, 0.500000
1.877090, 0.034904, 0.018476, 0.500000
1.894070, 0.035218, 0.018473, 0.500000
1.911049, 0.035531, 0.018471, 0.500000
1.928029, 0.035845, 0.018468, 0.500000
1.945008, 0.036159, 0.018465, 0.500000
1.961987, 0.036472, 0.018462, 0.500000
1.978967, 0.036786, 0.018460, 0.500000
